Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,62.57986068725586,122.33999633789062,122.76000213623048,119.3000030517578,120.55999755859376,3271855
2015-01-02,62.77423095703125,122.72000122070312,125.95999908447266,121.81999969482422,122.54000091552734,7661297
2015-01-05,62.293418884277344,121.77999877929688,124.5999984741211,121.5199966430664,123.04000091552734,4661567
2015-01-06,58.87643051147461,115.0999984741211,120.8000030517578,114.4000015258789,120.54000091552734,7392742
2015-01-07,56.79964828491211,111.04000091552734,116.16000366210938,110.1999969482422,115.1999969482422,11054610
2015-01-08,57.18838119506836,111.8000030517578,113.83999633789062,109.23999786376952,113.44000244140624,11470307
2015-01-09,57.43393325805664,112.27999877929688,113.5199966430664,111.44000244140624,113.16000366210938,6165887
2015-01-12,57.9965934753418,113.37999725341795,113.8000030517578,109.72000122070312,112.4000015258789,3477070
2015-01-13,56.32905197143555,110.12000274658205,113.8000030517578,109.44000244140624,113.1999969482422,3937920
2015-01-14,57.311153411865234,112.04000091552734,112.72000122070312,110.0,110.37999725341795,4699210
2015-01-15,59.64371871948242,116.5999984741211,118.27999877929688,113.1999969482422,114.44000244140624,11689132
2015-01-16,59.48003005981445,116.27999877929688,117.95999908447266,114.6999969482422,116.5999984741211,4888337
2015-01-19,59.95061874389648,117.1999969482422,119.5999984741211,116.8000030517578,116.8000030517578,6992602
2015-01-20,59.295875549316406,115.91999816894533,118.95999908447266,115.22000122070312,118.27999877929688,4858210
2015-01-21,58.6002082824707,114.55999755859376,117.91999816894533,113.1999969482422,116.0,8672070
2015-01-22,57.18838119506836,111.8000030517578,115.86000061035156,110.5999984741211,114.0,6427950
2015-01-23,57.597618103027344,112.5999984741211,115.16000366210938,110.23999786376952,113.1999969482422,9046807
2015-01-27,57.85336685180664,113.0999984741211,114.1999969482422,110.4800033569336,113.23999786376952,4571730
2015-01-28,59.87901306152344,117.05999755859376,117.5999984741211,112.5199966430664,113.1999969482422,9214022
2015-01-29,60.56446075439453,118.4000015258789,120.1999969482422,116.4000015258789,117.4000015258789,12568075
2015-01-30,61.06575393676758,119.37999725341795,122.36000061035156,117.63999938964844,119.18000030517578,9399155
2015-02-02,63.39829635620117,123.94000244140624,124.77999877929688,118.63999938964844,119.22000122070312,11002417
2015-02-03,58.71274566650391,114.77999877929688,125.4000015258789,114.0,124.8000030517578,8878917
2015-02-04,57.53623962402344,112.4800033569336,117.44000244140624,112.1999969482422,114.87999725341795,10004155
2015-02-05,57.18838119506836,111.8000030517578,115.05999755859376,111.0999984741211,112.4800033569336,4791765
2015-02-06,57.955692291259766,113.3000030517578,114.4000015258789,110.5199966430664,112.0,4177372
2015-02-09,56.70757293701172,110.86000061035156,112.5,109.68000030517578,112.5,3307145
2015-02-10,58.23188018798828,113.83999633789062,114.8000030517578,109.41999816894533,110.1999969482422,5871800
2015-02-11,57.50553894042969,112.41999816894533,115.08000183105467,110.95999908447266,114.23999786376952,6147615
2015-02-12,57.77154922485352,112.94000244140624,114.4000015258789,111.3000030517578,113.0,3697950
2015-02-13,56.20626449584961,109.87999725341795,113.16000366210938,109.31999969482422,111.9800033569336,9409750
2015-02-16,57.63854598999024,112.68000030517578,113.33999633789062,110.0199966430664,110.5999984741211,6225295
2015-02-18,56.2983512878418,110.05999755859376,112.91999816894533,109.66000366210938,112.68000030517578,4161417
2015-02-19,56.421119689941406,110.3000030517578,111.4800033569336,108.0,110.9800033569336,4774095
2015-02-20,56.94287490844727,111.31999969482422,112.8000030517578,109.22000122070312,110.9000015258789,4257487
2015-02-23,55.85844421386719,109.1999969482422,112.4000015258789,108.63999938964844,112.13999938964844,4219667
2015-02-24,55.30598831176758,108.12000274658205,109.9000015258789,107.33999633789062,109.4000015258789,5016820
2015-02-25,55.85844421386719,109.1999969482422,109.8000030517578,108.23999786376952,109.0,3623440
2015-02-26,57.08610153198242,111.5999984741211,112.08000183105467,108.86000061035156,109.76000213623048,7527815
