Date,Adj Close,Close,High,Low,Open,Volume,Stock
2015-01-01,189.12538146972656,202.95899963378903,203.8961944580078,201.98751831054688,202.59327697753903,2963643,RELIANCE
2015-01-02,188.62481689453125,202.4218292236328,204.82196044921875,202.1361083984375,203.0047149658203,7331366,RELIANCE
2015-01-05,186.5586853027344,200.2045745849609,203.644760131836,199.80455017089844,202.29611206054688,10103941,RELIANCE
2015-01-06,178.09182739257812,191.118392944336,199.55311584472656,190.1811981201172,198.86737060546875,18627980,RELIANCE
2015-01-07,181.9684600830078,195.2786102294922,196.30723571777344,191.3241271972656,191.34698486328125,20720312,RELIANCE
2015-01-08,179.3591766357422,192.4784698486328,197.2444305419922,192.04415893554688,196.60438537597656,19872227,RELIANCE
2015-01-09,183.2464904785156,196.6501007080078,197.0386962890625,193.1527862548828,193.92996215820312,13392787,RELIANCE
2015-01-12,181.116455078125,194.36427307128903,196.81011962890625,192.3756103515625,196.69583129882807,10100113,RELIANCE
2015-01-13,179.59347534179688,192.7299041748047,195.4271850585937,192.1241607666016,194.9814453125,9948711,RELIANCE
2015-01-14,177.8468780517578,190.85552978515625,193.6099548339844,189.9983367919922,192.69561767578125,11380041,RELIANCE
2015-01-15,184.0878448486328,197.55300903320312,199.11880493164065,192.00987243652344,192.00987243652344,16927085,RELIANCE
2015-01-16,185.24871826171875,198.79879760742188,200.01028442382807,194.7642974853516,196.5815277099609,19136963,RELIANCE
2015-01-19,187.3681182861328,201.0731964111328,202.52468872070312,196.2958068847656,198.9130859375,13339962,RELIANCE
2015-01-20,192.3523712158203,206.4220428466797,206.99349975585932,200.89031982421875,201.4960784912109,13361320,RELIANCE
2015-01-21,193.14047241210932,207.26779174804688,208.3307037353516,203.9076232910156,206.86778259277344,17084297,RELIANCE
2015-01-22,188.24142456054688,202.0103912353516,207.37066650390625,201.03890991210932,206.90206909179688,23721627,RELIANCE
2015-01-23,188.9123992919922,202.7304229736328,205.2219696044922,200.4674530029297,203.43902587890625,18080494,RELIANCE
2015-01-27,189.370346069336,203.2218780517578,204.9705352783203,201.2674865722656,204.10191345214844,17939876,RELIANCE
2015-01-28,193.1617889404297,207.2906494140625,207.9649810791016,202.54754638671875,202.54754638671875,19298126,RELIANCE
2015-01-29,197.96499633789065,212.44520568847656,213.6109771728516,207.3020782470703,207.3477935791016,36117653,RELIANCE
2015-01-30,194.95101928710932,209.21075439453125,212.8680877685547,207.7821044921875,212.5823516845703,21746801,RELIANCE
2015-02-02,193.4173889160156,207.56495666503903,210.273666381836,207.0277862548828,209.39361572265625,19302710,RELIANCE
2015-02-03,199.71160888671875,214.3195953369141,215.0624847412109,208.74215698242188,208.74215698242188,17092333,RELIANCE
2015-02-04,197.8372039794922,212.3080596923828,215.7368011474609,211.64517211914065,214.66246032714844,14072894,RELIANCE
2015-02-05,196.7509002685547,211.1422882080078,214.84532165527344,209.7479248046875,213.953857421875,12365643,RELIANCE
2015-02-06,193.8114471435547,207.9878387451172,212.5823516845703,206.41061401367188,211.2337188720703,9045844,RELIANCE
2015-02-09,190.9998016357422,204.9705352783203,209.83935546875,203.8961944580078,205.9991607666016,8839692,RELIANCE
2015-02-10,187.86865234375,201.61036682128903,206.75347900390625,196.87869262695312,205.2677001953125,13651008,RELIANCE
2015-02-11,191.8518218994141,205.88487243652344,206.8106384277344,201.8389434814453,202.52468872070312,9781008,RELIANCE
2015-02-12,193.65167236328125,207.8163909912109,208.91358947753903,202.8104248046875,207.55352783203125,8709626,RELIANCE
2015-02-13,195.4302673339844,209.72506713867188,210.47938537597656,207.7935333251953,208.92501831054688,7393680,RELIANCE
2015-02-16,192.2991180419922,206.36489868164065,211.256576538086,205.724853515625,209.99935913085932,12266698,RELIANCE
2015-02-18,192.0541534423828,206.10202026367188,207.55352783203125,204.44479370117188,205.724853515625,9835036,RELIANCE
2015-02-19,192.13937377929688,206.1934509277344,207.46209716796875,202.8789978027344,207.31350708007807,9550637,RELIANCE
2015-02-20,185.9729156494141,199.5759735107422,204.8105316162109,199.16452026367188,204.6390838623047,18717199,RELIANCE
2015-02-23,181.36143493652344,194.6271514892578,200.41030883789065,193.6328125,198.8559417724609,14104463,RELIANCE
2015-02-24,179.23138427734375,192.34130859375,195.85006713867188,191.3241271972656,195.2671813964844,19946218,RELIANCE
2015-02-25,179.59347534179688,192.7299041748047,195.781494140625,192.2498779296875,194.0214080810547,15274116,RELIANCE
2015-02-26,179.34852600097656,192.467041015625,194.2957000732422,191.2326812744141,193.4042205810547,21459750,RELIANCE
2015-02-27,182.23472595214844,195.5643310546875,196.81011962890625,193.0613555908203,193.7356719970703,18659378,RELIANCE
