Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,273.259765625,302.7315979003906,306.7876892089844,299.9046325683594,299.9046325683594,87882
2015-01-02,274.1029357910156,303.66571044921875,307.2793273925781,302.387451171875,305.7552185058594,77455
2015-01-05,286.3070068359375,317.1860046386719,326.4043884277344,305.80438232421875,305.80438232421875,945713
2015-01-06,280.4046936035156,310.6470947265625,321.0454406738281,308.85260009765625,316.1044006347656,593678
2015-01-07,279.9829406738281,310.1800537109375,316.2764587402344,307.2793273925781,311.2616577148437,125317
2015-01-08,287.1279602050781,318.0955505371094,319.2755126953125,311.9008178710937,311.9008178710937,605613
2015-01-09,286.70623779296875,317.62847900390625,321.97955322265625,316.62060546875,319.078857421875,317492
2015-01-12,290.4342041015625,321.7583312988281,323.92156982421875,314.6786193847656,317.6039123535156,167536
2015-01-13,296.1367492675781,328.07598876953125,332.03375244140625,321.1437683105469,325.1752624511719,528511
2015-01-14,297.5347595214844,329.6246643066406,332.844970703125,324.9786071777344,330.38671875,466324
2015-01-15,295.2714233398437,327.1172790527344,333.2874450683594,324.7819519042969,333.2874450683594,105335
2015-01-16,293.9844055175781,325.6914978027344,331.8616638183594,324.4869689941406,327.1910095214844,116048
2015-01-19,291.58807373046875,323.03662109375,328.8380432128906,319.1034240722656,325.7160949707031,151844
2015-01-20,289.14727783203125,320.3325500488281,324.51153564453125,319.078857421875,322.0533142089844,127740
2015-01-21,290.50079345703125,321.8320617675781,325.1998596191406,319.57049560546875,320.0621337890625,98265
2015-01-22,290.63385009765625,321.97955322265625,324.4869689941406,320.0621337890625,322.9628601074219,54852
2015-01-23,286.1072998046875,316.9647827148437,323.5774230957031,313.4248962402344,323.01202392578125,72763
2015-01-27,280.38238525390625,310.6225280761719,320.9716796875,309.5900573730469,318.0955505371094,79915
2015-01-28,282.1131591796875,312.5399475097656,314.6540222167969,310.5242004394531,310.6225280761719,74106
2015-01-29,290.0791931152344,321.3650207519531,325.2490234375,311.556640625,313.62158203125,289146
2015-01-30,287.9711303710937,319.0296936035156,324.43780517578125,317.653076171875,323.503662109375,104711
2015-02-02,286.506591796875,317.4072570800781,321.0208435058594,314.6540222167969,319.5213317871094,59127
2015-02-03,285.8853454589844,316.71893310546875,319.57049560546875,312.4661865234375,317.4072570800781,72533
2015-02-04,286.72857666015625,317.653076171875,322.0287170410156,315.6373291015625,315.6373291015625,78263
2015-02-05,287.3720397949219,318.365966796875,329.89508056640625,317.0139465332031,317.6039123535156,151891
2015-02-06,287.23895263671875,318.2184753417969,323.503662109375,317.1122741699219,317.1122741699219,394842
2015-02-09,288.8143615722656,319.9638061523437,321.78289794921875,312.6874389648437,317.1122741699219,54467
2015-02-10,286.63983154296875,317.55474853515625,323.84783935546875,315.7110595703125,319.9638061523437,87253
2015-02-11,300.5301818847656,332.9432983398437,338.5726623535156,317.1122741699219,317.1122741699219,215420
2015-02-12,308.25201416015625,341.4979553222656,344.0053405761719,332.844970703125,334.270751953125,197196
2015-02-13,314.7313232421875,348.6759948730469,351.6258850097656,337.5155944824219,340.2196655273437,348485
2015-02-16,299.1767272949219,331.4437561035156,353.9857788085937,326.96978759765625,349.0693054199219,298122
2015-02-18,293.5184631347656,325.1752624511719,338.7447204589844,321.0454406738281,329.4280090332031,251729
2015-02-19,291.2330017089844,322.6432800292969,329.3051147460937,321.90582275390625,323.9953308105469,85569
2015-02-20,289.7240600585937,320.9716796875,326.6748046875,320.0621337890625,323.9953308105469,51547
2015-02-23,279.8721923828125,310.05712890625,321.8074951171875,308.21343994140625,321.5370788574219,137401
2015-02-24,277.8751220703125,307.8447265625,314.3590393066406,307.10723876953125,311.2124938964844,58938
2015-02-25,272.92694091796875,302.36285400390625,311.65496826171875,298.4296875,309.24591064453125,167705
2015-02-26,271.3736267089844,300.64208984375,305.80438232421875,298.9459228515625,302.8544921875,62223
2015-02-27,267.0246276855469,295.8239440917969,303.174072265625,294.05401611328125,301.8712158203125,114812
2015-03-02,277.8751220703125,307.8447265625,312.19580078125,294.88983154296875,297.4955444335937,127919
2015-03-03,280.49334716796875,310.74542236328125,316.62060546875,304.8702392578125,309.1475830078125,769338
2015-03-04,277.67535400390625,307.6234741210937,313.91656494140625,306.7630920410156,311.7041320800781,112401
2015-03-05,271.7729797363281,301.0845642089844,311.6304016113281,298.1838684082031,308.5821838378906,126389
2015-03-09,272.2169189453125,301.57623291015625,308.85260009765625,299.9046325683594,302.3382568359375,84227
2015-03-10,272.5939025878906,301.9941101074219,308.238037109375,297.69219970703125,301.9203796386719,153545
