Price,Close,High,Low,Open,Volume
Ticker,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS
Date,,,,,
2005-01-03,1118.2437744140625,1134.3326294317962,1100.4922965290104,1123.7697330104888,389100
2005-01-04,1105.8717041015625,1131.594248606291,1100.8348848508524,1131.594248606291,295200
2005-01-05,1065.1849365234375,1109.0990222157661,1046.504368404647,1095.406441694584,307600
2005-01-06,1049.1937255859375,1100.2963796636493,1012.321619107795,1075.7475687597798,152900
2005-01-07,1072.617919921875,1084.550096238603,1027.0412160768642,1072.569089487392,98100
2005-01-10,1071.24853515625,1099.3182688194788,1052.372292926832,1052.372292926832,106500
2005-01-11,1077.6060791015625,1105.0890189927145,1052.372562831641,1052.372562831641,163500
2005-01-12,1056.92041015625,1080.6379129251839,1052.3724939947597,1075.8454864258697,110200
2005-01-13,1082.300537109375,1095.4063151146017,1061.1748677672704,1068.0211572367366,105100
2005-01-14,1048.753662109375,1124.6496379272355,1025.9652536200454,1027.0410750985986,217200
2005-01-17,1036.43017578125,1061.0768847965878,985.8654952585294,1028.94825637371,182000
2005-01-18,1066.505126953125,1075.8454694666923,1027.1879130067214,1061.17484942851,149300
2005-01-19,999.5093383789062,1060.1967903134978,992.7608293965503,1027.2368456030333,216600
2005-01-20,1009.4364624023438,1018.2877844542066,979.9974413844271,999.8027788974358,176200
2005-01-24,1009.4364624023438,1009.4364624023438,1009.4364624023438,1009.4364624023438,0
2005-01-25,985.1323852539062,997.4067951912552,963.370960014989,988.8000411930497,220200
2005-01-27,982.3937377929688,992.1741522073645,979.0194828810197,987.821855853976,155800
2005-01-28,1018.581298828125,1036.7240168794492,982.9806231220452,986.8438990861927,222900
2005-01-31,1016.3806762695312,1045.4285803741345,1012.2729497366772,1031.8337796832798,77300
2005-02-01,1023.911376953125,1047.4821464738775,1003.8125821290099,1022.0530747574248,130500
2005-02-02,1013.2508544921875,1036.5282867432043,1003.470440838788,1003.470440838788,167300
2005-02-03,1037.0660400390625,1043.3744778843513,1014.3755302593827,1017.1629240097178,161300
2005-02-04,1053.4482421875,1060.1967509190972,1032.3225743497298,1046.5041729551974,102700
2005-02-07,1042.445068359375,1065.967004249929,1041.6137573136537,1065.967004249929,47600
2005-02-08,1046.260009765625,1065.8697917546087,1027.2859786995718,1065.8697917546087,73100
2005-02-09,1049.4385986328125,1060.1970558415367,1039.80491310115,1039.80491310115,62300
2005-02-10,1047.2867431640625,1074.8674619476483,1036.8705787312838,1074.8674619476483,51600
2005-02-11,1062.837646484375,1066.0652311787385,1040.6361522698878,1056.1870359421127,134500
2005-02-14,1055.208984375,1074.867594388952,1046.5533410915991,1063.6201172866108,67600
2005-02-15,1044.842041015625,1081.7141669429998,1041.6144555102123,1081.7141669429998,76500
2005-02-16,1022.933837890625,1047.4826606822376,1012.5176699078304,1047.4826606822376,114900
2005-02-17,1015.2071533203125,1026.8947023680157,1004.448696011523,1022.0534443349967,60300
2005-02-18,1014.228759765625,1028.8993782771818,1012.2726772974174,1017.1628834679364,62600
2005-02-21,1005.1820678710938,1021.9065522496079,1004.4485368072131,1017.1630752478108,71500
2005-02-22,1028.116943359375,1031.6379874709285,1004.7906827642576,1009.3385985835105,109700
2005-02-23,1017.2608642578125,1033.7897882506647,1008.5074412428395,1031.6381448673776,84400
2005-02-24,990.8048095703125,1023.373575634647,980.2419745892997,1023.373575634647,209800
2005-02-25,997.2109985351562,1020.5862121303365,989.9246377809063,1020.5862121303365,181200
2005-02-28,1010.7080078125,1016.5273063933349,987.8218151479404,992.7609122846981,170300
2005-03-01,1021.221923828125,1026.943441984073,1000.5363249044825,1019.1191109975276,71500
2005-03-02,1021.51513671875,1026.9433134170176,1001.5142408943104,1004.5461448940576,90100
2005-03-03,1065.5272216796875,1068.3635657938853,1018.6301813917081,1022.2488870406255,143400
2005-03-04,1077.9971923828125,1084.6479217146284,1048.5581698733913,1068.3635083898216,183800
2005-03-07,1085.479248046875,1107.1428894165142,1066.0651497031806,1081.8115927153274,89100
2005-03-08,1064.989501953125,1090.5163633518227,1059.1212524642362,1080.735947537008,75300
2005-03-09,1071.7867431640625,1075.8456392263827,1057.507361285024,1067.1899959160273,73300
2005-03-10,1071.7867431640625,1071.7867431640625,1071.7867431640625,1071.7867431640625,0
2005-03-11,1097.6070556640625,1103.230794198318,1073.889549671767,1085.6260474823875,225600
2005-03-14,1085.0391845703125,1098.8295448331107,1067.2387589391224,1098.8295448331107,90400
2005-03-15,1065.087158203125,1085.626029022469,1060.196950865186,1073.8895314114154,65900
2005-03-16,1068.8526611328125,1072.8626075239074,1051.492423992362,1061.1750590078198,39200
2005-03-17,1068.8526611328125,1068.8526611328125,1068.8526611328125,1068.8526611328125,0
2005-03-18,1053.9375,1063.131114008305,1033.056337784059,1052.4704377451587,67100
2005-03-21,1037.3111572265625,1060.9798415162757,1032.8121886162469,1060.9798415162757,59300
2005-03-22,1036.6259765625,1041.320503072674,1028.4104059324397,1038.679839372564,59600
2005-03-23,1015.3538208007812,1036.7240039861133,1010.4636132348089,1036.7240039861133,104400
2005-03-24,998.0913696289062,1018.9237017288826,989.2889959624092,1004.4975893310126,48200
2005-03-28,999.0694580078125,1019.1193100774749,987.8219800175141,987.8219800175141,112700
2005-03-29,996.2330322265625,1065.9674378268423,988.0175195737705,1065.9674378268423,36400
2005-03-30,1008.3115234375,1017.0650637771151,987.8216081336166,997.6020200953355,89100
2005-03-31,1058.338623046875,1073.8895058899125,1007.3826876745081,1012.272894896229,245500
2005-04-01,1065.429443359375,1070.955401500792,1030.4644610729335,1059.2189039500984,142700
2005-04-04,1041.2227783203125,1071.9333000275305,1036.723812070422,1070.9552586953887,54400
2005-04-05,1061.6640625,1070.4664361181483,1033.8876596492098,1040.6361699677568,113700
2005-04-06,1044.69482421875,1070.3684079934499,1040.6848788214247,1070.3684079934499,65600
2005-04-07,1014.86474609375,1055.2577868074777,1010.3168294211974,1055.2577868074777,155600
2005-04-08,1032.518310546875,1045.5263095819823,1018.1900988226491,1018.1900988226491,32100
2005-04-11,1032.518310546875,1032.518310546875,1032.518310546875,1032.518310546875,0
2005-04-12,1056.13818359375,1060.1970800568067,1038.2400941897959,1041.2230493955337,54400
2005-04-13,1061.6640625,1066.0652493090743,1045.526377533395,1050.4165850990328,76800
2005-04-15,1048.753662109375,1059.2186555486264,1025.0849926322114,1025.0849926322114,91000
2005-04-18,1046.8955078125,1050.3674830470407,1036.7238536720936,1046.5042673859814,153900
2005-04-19,1037.50634765625,1048.4603633985166,1026.992402780752,1046.504280630982,55800
2005-04-20,1056.2847900390625,1058.2408729835793,1027.1391064098311,1036.7239605938946,73200
2005-04-21,1057.7027587890625,1060.6858326303009,1044.548150529425,1044.548150529425,27900
2005-04-22,1056.4315185546875,1060.1969543392738,1037.702000511042,1037.702000511042,80800
2005-04-25,1048.8026123046875,1070.9063228210252,1040.6849407760665,1070.9063228210252,19000
2005-04-26,1057.947265625,1061.1748497904255,1043.8146160726558,1048.4603124196647,44800
2005-04-27,1066.74951171875,1070.9551367239044,1046.8463967543978,1052.3723535296085,86400
2005-04-28,1072.3245849609375,1079.8066253404372,1056.382462829188,1060.1968480608757,214800
2005-04-29,1058.925537109375,1068.119151545885,1051.3946649396955,1068.119151545885,139800
2005-05-02,1080.1488037109375,1083.669728409035,1055.3065315463436,1056.284572817471,96900
2005-05-03,1067.4832763671875,1099.3185728291571,1062.201948130579,1085.6259927405376,165200
2005-05-04,1065.722900390625,1085.430459680631,1057.507328251561,1085.430459680631,107300
2005-05-05,1085.772705078125,1092.9612856291308,1070.955353703712,1072.911436541527,86400
2005-05-06,1090.36962890625,1096.3846084864408,997.6024091491255,1041.7120604207903,86400
2005-05-09,1098.1451416015625,1107.1430764457143,1078.3397994654974,1100.2967853369512,77200
2005-05-10,1096.482177734375,1102.9861768515875,1091.4941905265987,1091.4941905265987,73900
2005-05-11,1100.39453125,1109.588145758314,1076.8237536182494,1100.2967509723258,248400
2005-05-12,1115.1630859375,1123.7699005558363,1096.8737541108533,1116.923608733477,123800
2005-05-13,1115.260498046875,1119.85724421919,1106.7514674394504,1119.85724421919,36500
