Price,Close,High,Low,Open,Volume
Ticker,BOSCHLTD.NS,BOSCHLTD.NS,BOSCHLTD.NS,BOSCHLTD.NS,BOSCHLTD.NS
Date,,,,,
2005-01-03,1595.515625,1696.8095334249115,1592.5400487191068,1696.8095334249115,4541
2005-01-04,1607.4176025390625,1659.5942396179605,1596.7308214506136,1651.212450528981,8153
2005-01-05,1587.6365966796875,1617.6852900232439,1575.7763446858542,1617.6852900232439,3740
2005-01-06,1556.33056640625,1592.5398526557194,1522.1328275909402,1592.5398526557194,7046
2005-01-07,1523.306396484375,1592.539955122671,1512.9129573665375,1592.539955122671,4469
2005-01-10,1541.913818359375,1592.4978923583806,1534.7055005894822,1584.0742561619106,1907
2005-01-11,1518.4031982421875,1545.6020656839407,1500.340399986038,1521.2948748461781,3715
2005-01-12,1478.4637451171875,1545.6018528610882,1471.0039326308079,1545.6018528610882,3079
2005-01-13,1495.1016845703125,1533.867460554266,1487.7676188436187,1529.6765658532981,3405
2005-01-14,1507.1292724609375,1533.0290177178804,1496.1491506978768,1501.1782234733319,2511
2005-01-17,1475.73974609375,1529.7603369319493,1466.8131200711075,1529.6765395027264,1919
2005-01-18,1492.1680908203125,1504.531230457779,1486.9294723298608,1490.2821881637499,11541
2005-01-19,1512.158203125,1525.485265190839,1450.049180648435,1479.3854357482587,14866
2005-01-20,1512.326171875,1512.9128561556709,1496.1492788021453,1496.1492788021453,679
2005-01-24,1508.6800537109375,1538.0582647629499,1491.9584257646054,1491.9584257646054,1218
2005-01-25,1536.004638671875,1542.249029958867,1500.3820387951077,1518.780022981232,2919
2005-01-27,1532.275146484375,1553.9840049893846,1525.485916440496,1553.9840049893846,2273
2005-01-28,1549.7926025390625,1590.8633637745488,1533.8672053253026,1590.8633637745488,2153
2005-01-31,1563.11962890625,1568.2324990062027,1538.0580628949128,1549.792565827081,4153
2005-02-01,1564.6705322265625,1575.77640315304,1554.821929706856,1554.821929706856,3094
2005-02-02,1582.314208984375,1588.3490562926604,1559.012794039234,1559.012794039234,2901
2005-02-03,1618.313720703125,1625.228695814248,1575.7761465347016,1579.9670405414429,12981
2005-02-04,1611.6083984375,1641.9923820252566,1609.3034065791182,1633.4429986045072,7457
2005-02-07,1630.6771240234375,1638.6398239351427,1609.806448002036,1621.876245173658,30082
2005-02-08,1635.2452392578125,1649.5362317861227,1609.8065276913348,1634.4490101539327,9194
2005-02-09,1662.6534423828125,1682.2248974326926,1649.6197207610057,1667.1376786216372,6946
2005-02-10,1618.5233154296875,1667.975866237741,1606.7888118481153,1667.1376874104858,3476
2005-02-11,1641.3221435546875,1659.5944874237405,1634.4491164021686,1659.5944874237405,20721
2005-02-14,1648.781982421875,1655.4036173546492,1616.1767970394835,1647.0218268870308,1397
2005-02-15,1642.8309326171875,1655.3198208846227,1633.6109630973972,1648.781983389333,42291
2005-02-16,1646.6025390625,1661.8573549497096,1642.830733806312,1661.8573549497096,5128
2005-02-17,1646.85400390625,1659.5942827257218,1642.8307041123305,1651.212493419026,9285
2005-02-18,1648.23681640625,1657.917823389652,1642.8306035610303,1647.0214979578698,6502
2005-02-21,1656.3673095703125,1675.519677618001,1645.387186073287,1675.519677618001,6999
2005-02-22,1651.0030517578125,1657.9180283675355,1642.8308066735942,1652.888954469555,1769
2005-02-23,1653.0145263671875,1680.5486825734304,1647.8597057054185,1661.1867705841905,2974
2005-02-24,1661.60595703125,1675.5197070214012,1655.4034123898286,1674.6395782045638,5145
2005-02-25,1658.6722412109375,1673.84325879677,1656.241501944125,1664.623290921575,1207
2005-02-28,1666.50927734375,1674.6815220082044,1647.021616990051,1664.623374728876,2577
2005-03-01,1677.8245849609375,1692.2831707436658,1664.6652173781433,1667.9759830509634,7160
2005-03-02,1676.441650390625,1695.6359682703849,1669.6524215494844,1680.548747593733,6787
