Price,Close,High,Low,Open,Volume
Ticker,NHPC.NS,NHPC.NS,NHPC.NS,NHPC.NS,NHPC.NS
Date,,,,,
2009-09-01,18.140117645263672,20.731563023158483,18.090757534109834,20.731563023158483,508832300
2009-09-02,17.94267463684082,18.55968548244013,17.64651018414022,17.99203663426937,93326300
2009-09-03,17.819271087646484,18.362241719502258,17.769910977008468,18.016715296133587,56420300
2009-09-04,17.39970588684082,18.14011890330213,16.930777266488455,18.14011890330213,85231300
2009-09-07,17.078857421875,17.646508085504788,17.02949731328434,17.49842587676537,57610100
2009-09-08,17.37502670288086,17.745233229719368,17.029500234571366,17.128222351655186,56325100
2009-09-09,17.054176330566406,17.5231048655333,17.029496277771795,17.42438277138753,33977100
2009-09-10,16.758014678955078,17.30098346133791,16.73333462211361,17.251623347654977,44808200
2009-09-11,16.486528396606445,16.955455071707014,16.387806297597276,16.782692810666532,31195600
2009-09-14,16.68397331237793,16.980139655572252,16.31376679561081,16.535891082264627,32593100
2009-09-15,16.758014678955078,16.90609690297152,16.708652682304503,16.83205484947948,11042600
2009-09-16,17.84395408630371,17.99203630998501,16.78269469781373,16.832054811384953,79382800
2009-09-17,17.621828079223633,18.115436698344926,17.523105978805884,18.016714597927177,32776700
2009-09-18,17.621828079223633,17.769910288366532,17.22694156052009,17.597148024861056,25061700
2009-09-22,17.30098533630371,17.67119187794916,17.276305276787582,17.6218317589169,15424200
2009-09-23,17.128223419189453,17.424387905931912,17.078861416087122,17.375027785797464,16347900
2009-09-24,17.078857421875,17.27630162217252,16.634610795656744,16.930775213135583,16389000
2009-09-25,17.128223419189453,17.32566578269513,16.93077917271589,17.078861416087122,11338500
2009-09-29,17.078857421875,17.350343668025953,16.980137204693683,17.25162156787719,14113800
2009-09-30,17.029497146606445,17.251621399025233,16.980137038498906,17.004817092552674,9094600
2009-10-01,17.004817962646484,17.202260288146704,16.9307759137292,17.078858128596245,16395600
2009-10-05,16.758014678955078,17.029499070146496,16.73333462211361,16.98013895646356,10544800
2009-10-06,16.486528396606445,16.980137008684874,16.363126243586837,16.782692810666532,13396400
2009-10-07,16.511211395263672,16.782695803730466,16.461849395472044,16.535891453675607,9309900
